game_id,week,game_date,day_of_week,posteam,defteam,desc,play_type,yards_gained,touchdown
2025_01_ARI_NO,1,2025-09-07,Sunday,,,GAME,,,
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,19-B.Grupe kicks 65 yards from NO 35 to ARI 0. 4-G.Dortch to ARI 22 for 22 yards (28-D.Stutsman).,kickoff,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(14:56) 6-J.Conner right tackle to ARI 25 for 3 yards (92-D.Godchaux).,run,3.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(14:18) (Shotgun) 1-K.Murray pass short left to 85-T.McBride pushed ob at ARI 36 for 11 yards (27-I.Yiadom).,pass,11.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(13:40) 1-K.Murray sacked at ARI 25 for -11 yards (94-C.Jordan).,pass,-11.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(12:57) (Shotgun) 6-J.Conner left end to ARI 23 for -2 yards (4-K.McKinstry).,run,-2.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(12:14) (Shotgun) 33-T.Benson left guard to ARI 24 for 1 yard (56-D.Davis).,run,1.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,"(11:39) 12-B.Gillikin punts 60 yards to NO 16, Center-46-A.Brewer. 22-R.Shaheed to NO 23 for 7 yards (27-A.Davis-Gaither; 84-E.Higgins).",punt,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,(11:27) (Shotgun) 41-A.Kamara up the middle to NO 26 for 3 yards (27-A.Davis-Gaither; 93-C.Campbell).,run,3.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,(10:55) (Shotgun) 2-S.Rattler pass incomplete short middle to 22-R.Shaheed (0-W.Johnson).,pass,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,(10:51) (Shotgun) 2-S.Rattler pass incomplete short right.,pass,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(10:46) 32-K.Kroeger punts 47 yards to ARI 27, Center-49-Z.Wood. 4-G.Dortch to ARI 34 for 7 yards (58-C.Rumph; 53-J.Ford).",punt,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(10:34) 1-K.Murray pass short left to 85-T.McBride to ARI 39 for 5 yards (21-J.Reid).,pass,5.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,"(10:06) (No Huddle, Shotgun) 1-K.Murray scrambles right end ran ob at NO 48 for 13 yards (21-J.Reid).",run,13.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,"(9:28) (No Huddle, Shotgun) 6-J.Conner left tackle to NO 47 for 1 yard (23-J.Blackmon).",run,1.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(8:55) (No Huddle) 1-K.Murray sacked ob at NO 47 for 0 yards (96-C.Granderson).,pass,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,"(8:11) (Shotgun) 1-K.Murray pass incomplete short middle to 18-M.Harrison (4-K.McKinstry). PENALTY on NO-4-K.McKinstry, Defensive Pass Interference, 13 yards, enforced at NO 47 - No Play.",no_play,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,"(8:05) (Shotgun) PENALTY on ARI-74-I.Adams, False Start, 5 yards, enforced at NO 34 - No Play.",no_play,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(8:05) (Shotgun) 1-K.Murray sacked at NO 39 for 0 yards (20-P.Werner).,pass,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(7:22) (Shotgun) 6-J.Conner up the middle to NO 27 for 12 yards (21-J.Reid; 58-C.Rumph).,run,12.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(6:38) (Shotgun) 1-K.Murray pass short right to 14-Mi.Wilson to NO 22 for 5 yards (20-P.Werner).,pass,5.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(5:58) 6-J.Conner up the middle to NO 19 for 3 yards (56-D.Davis).,run,3.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(5:17) (Shotgun) 1-K.Murray pass incomplete short left to 84-E.Higgins (96-C.Granderson).,pass,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,"(5:14) (Shotgun) PENALTY on ARI, Delay of Game, 5 yards, enforced at NO 19 - No Play.",no_play,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(5:14) (Shotgun) 1-K.Murray pass incomplete deep right to 14-Mi.Wilson.,pass,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,"(5:07) 38-C.Ryland 42 yard field goal is GOOD, Center-46-A.Brewer, Holder-12-B.Gillikin.",field_goal,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,38-C.Ryland kicks 62 yards from ARI 35 to NO 3. 5-K.Miller to NO 25 for 22 yards (44-O.Pappoe; 27-A.Davis-Gaither).,kickoff,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,(4:56) (Shotgun) 2-S.Rattler pass short right to 83-J.Johnson to NO 36 for 11 yards (2-Ma.Wilson; 25-Z.Collins).,pass,11.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(4:33) (No Huddle, Shotgun) 2-S.Rattler right guard to NO 38 for 2 yards (93-C.Campbell).",run,2.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(4:14) (No Huddle, Shotgun) 2-S.Rattler pass short left to 12-C.Olave pushed ob at ARI 49 for 13 yards (16-M.Melton).",pass,13.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(3:39) (No Huddle, Shotgun) 2-S.Rattler pass short left to 41-A.Kamara pushed ob at ARI 48 for 1 yard (3-B.Baker; 16-M.Melton). PENALTY on NO-12-C.Olave, Illegal Shift, 5 yards, enforced at ARI 49 - No Play.",no_play,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,(3:13) (Shotgun) 5-K.Miller left guard to ARI 44 for 10 yards (21-G.Williams; 2-Ma.Wilson).,run,10.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(2:33) (Shotgun) 41-A.Kamara right guard to ARI 42 for 2 yards (34-J.Thompson; 79-P.Mustipher). PENALTY on NO-51-C.Ruiz, Offensive Holding, 10 yards, enforced at ARI 44 - No Play.",no_play,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(2:11) (Shotgun) 2-S.Rattler pass deep left intended for 22-R.Shaheed INTERCEPTED by 0-W.Johnson at ARI 00. Touchback. PENALTY on ARI-16-M.Melton, Illegal Contact, 5 yards, enforced at NO 46 - No Play.",no_play,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,(2:01) 72-A.Richards reported in as eligible. 41-A.Kamara right end to ARI 40 for 9 yards (27-A.Davis-Gaither).,run,9.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,(1:21) (Shotgun) 77-D.Radunz reported in as eligible. 41-A.Kamara up the middle to ARI 38 for 2 yards (93-C.Campbell).,run,2.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(:44) (Shotgun) 2-S.Rattler pass incomplete short right. PENALTY on NO, Illegal Shift, 5 yards, enforced at ARI 38 - No Play. Penalty on NO, Illegal Formation, declined.",no_play,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,(:40) (Shotgun) 2-S.Rattler right end to ARI 37 for 6 yards (3-B.Baker).,run,6.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(:11) (No Huddle, Shotgun) 2-S.Rattler pass short left to 10-B.Cooks to ARI 25 for 12 yards (34-J.Thompson).",pass,12.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,END QUARTER 1,,,
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,(15:00) (Shotgun) 2-S.Rattler pass short right to 41-A.Kamara to ARI 18 for 7 yards (93-C.Campbell; 34-J.Thompson).,pass,7.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(14:26) (No Huddle, Shotgun) 41-A.Kamara right guard for 18 yards, TOUCHDOWN.",run,18.0,1.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"19-B.Grupe extra point is GOOD, Center-49-Z.Wood, Holder-32-K.Kroeger.",extra_point,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,"19-B.Grupe kicks 65 yards from NO 35 to end zone, Touchback to the ARI 35.",kickoff,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(14:20) (Shotgun) 1-K.Murray pass short right to 33-T.Benson to ARI 41 for 6 yards (1-A.Taylor; 27-I.Yiadom).,pass,6.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(13:41) (Shotgun) 1-K.Murray pass deep right to 18-M.Harrison ran ob at NO 14 for 45 yards (4-K.McKinstry).,pass,45.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,"(13:05) (No Huddle, Shotgun) 33-T.Benson up the middle to NO 10 for 4 yards (20-P.Werner; 92-D.Godchaux).",run,4.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(12:23) (Shotgun) 33-T.Benson right guard to NO 6 for 4 yards (92-D.Godchaux; 23-J.Blackmon).,run,4.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(11:39) (Shotgun) 1-K.Murray right end to NO 3 for 3 yards (23-J.Blackmon).,run,3.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,"(10:56) 1-K.Murray pass incomplete short right. PENALTY on NO-56-D.Davis, Defensive Holding, 2 yards, enforced at NO 3 - No Play.",no_play,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(10:49) 6-J.Conner left guard to NO 1 for no gain (56-D.Davis).,run,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,"(10:10) (Shotgun) 1-K.Murray pass short left to 18-M.Harrison for 1 yard, TOUCHDOWN.",pass,1.0,1.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,"38-C.Ryland extra point is GOOD, Center-46-A.Brewer, Holder-12-B.Gillikin.",extra_point,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,38-C.Ryland kicks 63 yards from ARI 35 to NO 2. 5-K.Miller pushed ob at NO 45 for 43 yards (31-E.Demercado).,kickoff,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,(9:58) (Shotgun) 24-D.Neal up the middle to NO 49 for 4 yards (25-Z.Collins).,run,4.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(9:38) (No Huddle, Shotgun) 2-S.Rattler pass short left to 12-C.Olave to ARI 46 for 5 yards (2-Ma.Wilson).",pass,5.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(9:07) 2-S.Rattler up the middle to ARI 45 for 1 yard (2-Ma.Wilson; 27-A.Davis-Gaither). PENALTY on NO-77-D.Radunz, Offensive Offside, 4 yards, enforced at ARI 46 - No Play.",no_play,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,(8:46) (Shotgun) 2-S.Rattler pass short left to 12-C.Olave to ARI 40 for 10 yards (34-J.Thompson).,pass,10.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(8:15) (No Huddle, Shotgun) 24-D.Neal left guard to ARI 35 for 5 yards (5-B.Browning; 34-J.Thompson).",run,5.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(7:50) (No Huddle, Shotgun) 2-S.Rattler pass short left to 83-J.Johnson to ARI 31 for 4 yards (16-M.Melton).",pass,4.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,(7:11) 72-A.Richards reported in as eligible. 5-K.Miller right tackle to ARI 23 for 8 yards (34-J.Thompson; 16-M.Melton).,run,8.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,(6:28) 5-K.Miller up the middle to ARI 21 for 2 yards (2-Ma.Wilson; 27-A.Davis-Gaither).,run,2.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(5:50) (Shotgun) 2-S.Rattler pass incomplete deep right. Penalty on NO-78-E.McCoy, Ineligible Downfield Pass, declined.",pass,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,(5:42) (Shotgun) 2-S.Rattler pass short middle to 12-C.Olave to ARI 18 for 3 yards (21-G.Williams) [10-J.Sweat].,pass,3.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(5:02) 19-B.Grupe 36 yard field goal is GOOD, Center-49-Z.Wood, Holder-32-K.Kroeger.",field_goal,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,19-B.Grupe kicks 65 yards from NO 35 to ARI 0. 31-E.Demercado to ARI 29 for 29 yards (44-I.Stalbird).,kickoff,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(4:53) 1-K.Murray pass incomplete short right to 85-T.McBride (96-C.Granderson).,pass,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(4:49) (Shotgun) 1-K.Murray pass incomplete short middle to 85-T.McBride.,pass,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(4:46) (Shotgun) 1-K.Murray pass short middle to 85-T.McBride to ARI 40 for 11 yards (20-P.Werner).,pass,11.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,"(4:10) (Shotgun) 1-K.Murray right end to ARI 42 for 2 yards (54-J.Williams; 93-N.Shepherd). PENALTY on NO-54-J.Williams, Face Mask, 15 yards, enforced at ARI 42.",run,2.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,"(3:49) 6-J.Conner left end pushed ob at NO 41 for 2 yards (56-D.Davis). PENALTY on ARI-63-Ev.Brown, Offensive Holding, 10 yards, enforced at NO 43 - No Play.",no_play,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,"(3:28) (Shotgun) 1-K.Murray pass short right to 6-J.Conner to ARI 44 for -3 yards (96-C.Granderson, 23-J.Blackmon).",pass,-3.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(2:49) (Shotgun) 1-K.Murray pass short middle to 18-M.Harrison to NO 45 for 11 yards (23-J.Blackmon).,pass,11.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(2:07) (Shotgun) 1-K.Murray pass short middle to 85-T.McBride to NO 20 for 25 yards (23-J.Blackmon; 4-K.McKinstry).,pass,25.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,"(2:00) (Shotgun) 1-K.Murray pass incomplete short left to 18-M.Harrison. PENALTY on NO-93-N.Shepherd, Defensive Offside, 5 yards, enforced at NO 20 - No Play.",no_play,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(1:57) 6-J.Conner left guard to NO 8 for 7 yards (96-C.Granderson).,run,7.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(1:16) (Shotgun) 1-K.Murray pass short left to 85-T.McBride to NO 4 for 4 yards (56-D.Davis).,pass,4.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,"(:32) (Shotgun) 1-K.Murray pass short middle to 6-J.Conner for 4 yards, TOUCHDOWN.",pass,4.0,1.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,"38-C.Ryland extra point is GOOD, Center-46-A.Brewer, Holder-12-B.Gillikin.",extra_point,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,38-C.Ryland kicks 59 yards from ARI 35 to NO 6. 5-K.Miller to NO 29 for 23 yards (50-C.Simon). ARI-50-C.Simon was injured during the play. ARI-32-J.Blount was injured during the play.,kickoff,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,(:23) (Shotgun) 41-A.Kamara left guard to NO 35 for 6 yards (10-J.Sweat; 5-B.Browning).,run,6.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,,,END QUARTER 2,,,
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"38-C.Ryland kicks 58 yards from ARI 35 to NO 7. 13-V.Jones to NO 30 for 23 yards (27-A.Davis-Gaither). PENALTY on NO-58-C.Rumph, Offensive Holding, 10 yards, enforced at NO 25.",kickoff,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,(14:56) (Shotgun) 2-S.Rattler pass short middle to 22-R.Shaheed to NO 17 for 2 yards (25-Z.Collins).,pass,2.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,(14:19) (Shotgun) 2-S.Rattler pass deep right to 22-R.Shaheed to NO 34 for 17 yards (34-J.Thompson).,pass,17.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(13:55) (No Huddle, Shotgun) 41-A.Kamara left end to NO 35 for 1 yard (3-B.Baker; 2-Ma.Wilson).",run,1.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,(13:20) (Shotgun) 2-S.Rattler pass short middle to 22-R.Shaheed to NO 37 for 2 yards (3-B.Baker).,pass,2.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(12:55) (No Huddle, Shotgun) 2-S.Rattler sacked at NO 31 for -6 yards (5-B.Browning). Penalty on NO-75-T.Fuaga, Offensive Holding, declined.",pass,-6.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(12:34) 32-K.Kroeger punts 50 yards to ARI 19, Center-49-Z.Wood, fair catch by 4-G.Dortch.",punt,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(12:27) 1-K.Murray pass short left to 6-J.Conner to ARI 18 for -1 yards (56-D.Davis).,pass,-1.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(11:45) 33-T.Benson right end to NO 30 for 52 yards (96-C.Granderson).,run,52.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(10:53) (Shotgun) 1-K.Murray pass incomplete deep right to 14-Mi.Wilson.,pass,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,"(10:49) (No Huddle, Shotgun) 33-T.Benson right end to NO 30 for no gain (56-D.Davis; 21-J.Reid).",run,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(10:02) (Shotgun) 1-K.Murray pass short left to 4-G.Dortch to NO 32 for -2 yards (56-D.Davis).,pass,-2.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,"(9:21) 38-C.Ryland 50 yard field goal is GOOD, Center-46-A.Brewer, Holder-12-B.Gillikin.",field_goal,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,38-C.Ryland kicks 60 yards from ARI 35 to NO 5. 13-V.Jones to NO 27 for 22 yards (52-J.Burch).,kickoff,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,(9:09) (Shotgun) 2-S.Rattler pass incomplete short middle to 83-J.Johnson (27-A.Davis-Gaither).,pass,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,(9:05) (Shotgun) 2-S.Rattler pass short middle to 83-J.Johnson to NO 39 for 12 yards (34-J.Thompson).,pass,12.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(8:38) (No Huddle, Shotgun) 41-A.Kamara right guard to NO 42 for 3 yards (52-J.Burch; 25-Z.Collins).",run,3.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,(8:03) (Shotgun) 2-S.Rattler pass incomplete short right to 12-C.Olave.,pass,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(7:58) (No Huddle, Shotgun) 2-S.Rattler pass short right to 83-J.Johnson to ARI 47 for 11 yards (27-A.Davis-Gaither).",pass,11.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(7:35) (No Huddle, Shotgun) PENALTY on NO-51-C.Ruiz, False Start, 5 yards, enforced at ARI 47 - No Play.",no_play,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,(7:25) (Shotgun) 2-S.Rattler pass short left to 12-C.Olave to ARI 44 for 8 yards (21-G.Williams; 3-B.Baker).,pass,8.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(7:03) (No Huddle, Shotgun) 2-S.Rattler pass short right to 83-J.Johnson pushed ob at ARI 38 for 6 yards (16-M.Melton).",pass,6.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(6:35) (No Huddle, Shotgun) 41-A.Kamara up the middle to ARI 36 for 2 yards (91-L.Collier).",run,2.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(6:10) (No Huddle, Shotgun) 2-S.Rattler pass short left to 10-B.Cooks to ARI 28 for 8 yards (3-B.Baker; 5-B.Browning).",pass,8.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(5:45) (No Huddle, Shotgun) 41-A.Kamara left guard to ARI 30 for -2 yards (3-B.Baker).",run,-2.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(5:10) (Shotgun) PENALTY on ARI-56-D.Robinson, Neutral Zone Infraction, 5 yards, enforced at ARI 30 - No Play.",no_play,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,(4:52) (Shotgun) 2-S.Rattler pass incomplete deep left to 12-C.Olave.,pass,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(4:45) (No Huddle, Shotgun) 41-A.Kamara left guard to ARI 20 for 5 yards (25-Z.Collins; 34-J.Thompson).",run,5.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,(4:03) (Shotgun) 2-S.Rattler pass incomplete deep right to 22-R.Shaheed (0-W.Johnson).,pass,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(3:59) 19-B.Grupe 37 yard field goal is No Good, Wide Left, Center-49-Z.Wood, Holder-32-K.Kroeger.",field_goal,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(3:55) 6-J.Conner left end to ARI 35 for 7 yards (21-J.Reid).,run,7.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(3:17) (Shotgun) 1-K.Murray pass short right to 6-J.Conner to ARI 40 for 5 yards (20-P.Werner).,pass,5.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,"(2:51) (No Huddle, Shotgun) 1-K.Murray pass short left to 18-M.Harrison to ARI 42 for 2 yards (27-I.Yiadom).",pass,2.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,"(2:21) (No Huddle, Shotgun) 1-K.Murray scrambles left end ran ob at ARI 46 for 4 yards (20-P.Werner).",run,4.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(1:40) (Shotgun) 1-K.Murray sacked at ARI 39 for -7 yards (sack split by 94-C.Jordan and 96-C.Granderson).,pass,-7.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,"(1:01) 12-B.Gillikin punts 34 yards to NO 27, Center-46-A.Brewer, out of bounds.",punt,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,(:53) 5-K.Miller up the middle to NO 30 for 3 yards (55-D.Stills).,run,3.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(:23) (Shotgun) 2-S.Rattler pass incomplete short middle to 14-D.Vele. PENALTY on ARI-21-G.Williams, Defensive Pass Interference, 7 yards, enforced at NO 30 - No Play.",no_play,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,(:20) (Shotgun) 5-K.Miller right end to NO 38 for 1 yard (55-D.Stills).,run,1.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,END QUARTER 3,,,
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,(15:00) (Shotgun) 2-S.Rattler pass short right to 22-R.Shaheed to NO 39 for 1 yard (2-Ma.Wilson).,pass,1.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(14:38) (No Huddle, Shotgun) PENALTY on NO-77-D.Radunz, False Start, 5 yards, enforced at NO 39 - No Play.",no_play,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,(14:38) (Shotgun) 2-S.Rattler pass short left to 83-J.Johnson to NO 40 for 6 yards (42-D.Taylor-Demerson).,pass,6.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,NO,ARI,"(13:59) 32-K.Kroeger punts 54 yards to ARI 6, Center-49-Z.Wood. 4-G.Dortch ran ob at ARI 6 for no gain.",punt,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,"(13:51) (Shotgun) 1-K.Murray scrambles up the middle to ARI 8 for 2 yards (20-P.Werner). PENALTY on ARI-63-Ev.Brown, Offensive Holding, 3 yards, enforced at ARI 6 - No Play.",no_play,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(13:33) (Shotgun) 1-K.Murray pass incomplete deep middle to 18-M.Harrison.,pass,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(13:29) 6-J.Conner up the middle to ARI 5 for 2 yards (93-N.Shepherd).,run,2.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(12:49) (Shotgun) 1-K.Murray pass short left to 18-M.Harrison to ARI 17 for 12 yards (21-J.Reid; 27-I.Yiadom).,pass,12.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(12:06) (Shotgun) 6-J.Conner right end to ARI 19 for 2 yards (56-D.Davis; 93-N.Shepherd).,run,2.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(11:24) (Shotgun) 1-K.Murray pass short right to 87-T.Reiman to ARI 29 for 10 yards (4-K.McKinstry; 20-P.Werner).,pass,10.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(10:52) (Shotgun) 1-K.Murray scrambles left end ran ob at ARI 40 for 11 yards (58-C.Rumph).,run,11.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(10:08) (Shotgun) 1-K.Murray pass incomplete short left to 14-Mi.Wilson (4-K.McKinstry).,pass,0.0,0.0
2025_01_ARI_NO,1,2025-09-07,Sunday,ARI,NO,(10:03) 6-J.Conner right tackle to ARI 41 for 1 yard (90-B.Bresee).,run,1.0,0.0
