game_id,week,posteam,defteam,qtr,down,play_type,epa,wpa,cpoe,success
2025_01_BAL_BUF,1,BUF,BAL,1.0,3.0,run,1.5977313196053728,0.04804414510726929,,1.0
2025_01_BAL_BUF,1,BUF,BAL,1.0,1.0,pass,-0.8035992130171508,-0.030049622058868408,19.029098749160767,0.0
2025_01_BAL_BUF,1,BUF,BAL,1.0,2.0,pass,2.5585849243216217,0.059393707769946014,58.187153935432434,1.0
2025_01_BAL_BUF,1,BUF,BAL,1.0,,extra_point,0.06757300310763314,0.001779790860577668,,1.0
2025_01_BAL_BUF,1,BAL,BUF,1.0,,kickoff,0.33791660657152534,0.006020069122314453,,1.0
2025_01_BAL_BUF,1,BAL,BUF,1.0,1.0,run,0.30600411142222583,0.009337693452835083,,1.0
2025_01_BAL_BUF,1,BAL,BUF,1.0,2.0,run,-0.7746974683832377,-0.014726698398590088,,0.0
2025_01_BAL_BUF,1,BAL,BUF,1.0,3.0,pass,1.1277880899142474,0.02919161319732666,16.965162754058838,1.0
2025_01_BAL_BUF,1,BAL,BUF,1.0,1.0,pass,0.1806112618651241,-0.0024879276752471924,22.90017604827881,1.0
2025_01_BAL_BUF,1,BAL,BUF,1.0,2.0,run,-0.510644385125488,-0.02218356728553772,,0.0
2025_01_BAL_BUF,1,BAL,BUF,1.0,3.0,run,1.6530959396623075,0.036276817321777344,,1.0
2025_01_BAL_BUF,1,BAL,BUF,1.0,1.0,pass,0.8707738592056558,0.03149726986885071,24.608010053634644,1.0
2025_01_BAL_BUF,1,BAL,BUF,1.0,1.0,run,-0.42541688855271786,-0.0019207000732421875,,0.0
2025_01_BAL_BUF,1,BAL,BUF,1.0,2.0,no_play,0.8312630767468363,0.014599323272705078,,1.0
2025_01_BAL_BUF,1,BAL,BUF,1.0,1.0,pass,-0.4696541599696502,-0.01327735185623169,-25.84075927734375,0.0
2025_01_BAL_BUF,1,BAL,BUF,1.0,2.0,run,0.38767383282538503,9.962916374206543e-05,,1.0
2025_01_BAL_BUF,1,BAL,BUF,1.0,3.0,no_play,-0.8657128218910657,-0.01525115966796875,,0.0
2025_01_BAL_BUF,1,BAL,BUF,1.0,3.0,pass,-2.436667535792264,-0.07584890723228455,,0.0
2025_01_BAL_BUF,1,BAL,BUF,1.0,4.0,field_goal,1.913106765179588,0.06315398216247559,,1.0
2025_01_BAL_BUF,1,BUF,BAL,1.0,,kickoff,0.5791750559583306,0.01819545030593872,,1.0
2025_01_BAL_BUF,1,BUF,BAL,1.0,1.0,run,0.8995239245705307,0.027687907218933105,,1.0
2025_01_BAL_BUF,1,BUF,BAL,1.0,2.0,run,-0.6175725020002574,-0.030501067638397217,,0.0
2025_01_BAL_BUF,1,BUF,BAL,1.0,3.0,run,-2.3957678889855742,-0.053925931453704834,,0.0
2025_01_BAL_BUF,1,BUF,BAL,1.0,4.0,punt,-0.01541904080659151,0.022872596979141235,,0.0
2025_01_BAL_BUF,1,BAL,BUF,1.0,1.0,run,0.7862609447911382,0.01818925142288208,,1.0
2025_01_BAL_BUF,1,BAL,BUF,1.0,1.0,pass,1.3464535942766815,0.02697932720184326,49.48914647102356,1.0
2025_01_BAL_BUF,1,BAL,BUF,1.0,1.0,run,-0.4393114987760782,-0.016166716814041138,,0.0
